node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startState,endState
521,522,5.017850742056,-65.8558186032652,-3.42961447388913,-65.8619842085162,-3.39620695000163,5.017850742056,0,2017.90526219337,2022.92311293543,NA,BR.AM,BR.AM
521,523,0.07218404637232,-65.8558186032652,-3.42961447388913,-65.8581692240761,-3.42650496401039,0.07218404637232,0,2017.90526219337,2017.97744623974,NA,BR.AM,BR.AM
523,524,4.649226379519,-65.8581692240761,-3.42650496401039,-69.5598330640281,-8.94138351983582,4.72141042589132,0.07218404637232,2017.97744623974,2022.62667261926,NA,BR.AM,BR.AC
524,533,0.01943319616626,-69.5598330640281,-8.94138351983582,-69.5537433284225,-8.94800889434716,4.74084362205758,4.72141042589132,2022.62667261926,2022.64610581543,NA,BR.AC,BR.AC
533,534,0.02163571103548,-69.5537433284225,-8.94800889434716,-69.5533904793727,-8.94674115403819,4.76247933309306,4.74084362205758,2022.64610581543,2022.66774152646,NA,BR.AC,BR.AC
524,525,0.04123954491196,-69.5598330640281,-8.94138351983582,-69.5570994969452,-8.94043647516702,4.76264997080328,4.72141042589132,2022.62667261926,2022.66791216418,NA,BR.AC,BR.AC
523,1035,4.786761282329,-65.8581692240761,-3.42650496401039,-65.8849732407257,-3.42357118906936,4.85894532870132,0.07218404637232,2017.97744623974,2022.76420752207,NA,BR.AM,BR.AM
1035,1036,0.0366143572644,-65.8849732407257,-3.42357118906936,-65.870692328545,-3.42955492735761,4.89555968596572,4.85894532870132,2022.76420752207,2022.80082187934,NA,BR.AM,BR.AM
533,1025,0.1587152161254,-69.5537433284225,-8.94800889434716,-69.5463005188935,-8.94806628833724,4.89955883818298,4.74084362205758,2022.64610581543,2022.80482103155,NA,BR.AC,BR.AC
534,535,0.1425097836721,-69.5533904793727,-8.94674115403819,-63.3013649829767,-10.8311425325814,4.90498911676516,4.76247933309306,2022.66774152646,2022.81025131014,NA,BR.AC,BR.RO
534,892,0.1561839017019,-69.5533904793727,-8.94674115403819,-69.5570047374329,-8.94695160632882,4.91866323479496,4.76247933309306,2022.66774152646,2022.82392542817,NA,BR.AC,BR.AC
1025,520,0.02612469791605,-69.5463005188935,-8.94806628833724,-69.5461690498575,-8.94998835237639,4.92568353609903,4.89955883818298,2022.80482103155,2022.83094572947,PP153979_SegL_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31,BR.AC,BR.AC
535,18,0.02069441933388,-63.3013649829767,-10.8311425325814,-63.2986584126487,-10.8317601457474,4.92568353609904,4.90498911676516,2022.81025131014,2022.83094572947,PP153977_SegL_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31,BR.RO,BR.RO
535,536,0.1231336657022,-63.3013649829767,-10.8311425325814,-63.3064200571929,-10.8304442123928,5.02812278246736,4.90498911676516,2022.81025131014,2022.93338497584,NA,BR.RO,BR.RO
892,893,0.1277396832926,-69.5570047374329,-8.94695160632882,-69.5559872388877,-8.94757190724917,5.04640291808756,4.91866323479496,2022.82392542817,2022.95166511146,NA,BR.AC,BR.AC
