node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startState,endState
490,627,4.698825407259,-69.6612410806239,-8.7604734431061,-62.0023106987047,-13.2046288454249,4.698825407259,0,2017.7879030647,2022.48672847196,NA,BR.AC,BR.AM
627,628,0.07693292707429,-62.0023106987047,-13.2046288454249,-63.2613720453474,-10.4837683712991,4.77575833433329,4.698825407259,2022.48672847196,2022.56366139903,NA,BR.AM,BR.AM
628,629,0.200692252257,-63.2613720453474,-10.4837683712991,-63.262859099746,-10.476887732995,4.97645058659029,4.77575833433329,2022.56366139903,2022.76435365129,NA,BR.AM,BR.AM
490,491,4.980997190408,-69.6612410806239,-8.7604734431061,-69.4352863268881,-8.75536311858382,4.980997190408,0,2017.7879030647,2022.7689002551,NA,BR.AC,BR.AC
491,339,0.06204547436611,-69.4352863268881,-8.75536311858382,-69.4343980572534,-8.75577255927256,5.04304266477411,4.980997190408,2022.7689002551,2022.83094572947,PP153977_SegS_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31,BR.AC,BR.AC
629,630,0.1293614907209,-63.262859099746,-10.476887732995,-57.4842155897849,-7.89753489913961,5.10581207731119,4.97645058659029,2022.76435365129,2022.89371514201,NA,BR.AM,BR.AM
491,492,0.1681479223211,-69.4352863268881,-8.75536311858382,-69.435308983806,-8.75244197576041,5.1491451127291,4.980997190408,2022.7689002551,2022.93704817743,NA,BR.AC,BR.AC
630,631,0.0751473054596,-57.4842155897849,-7.89753489913961,-57.4875573905577,-7.89479863002333,5.18095938277079,5.10581207731119,2022.89371514201,2022.96886244747,NA,BR.AM,BR.AM
492,494,0.0368536018391,-69.435308983806,-8.75244197576041,-69.4384474784073,-8.75268791527296,5.1859987145682,5.1491451127291,2022.93704817743,2022.97390177926,NA,BR.AC,BR.AC
628,13,0.4152295359201,-63.2613720453474,-10.4837683712991,-63.2692534266391,-10.4779472880514,5.19098787025339,4.77575833433329,2022.56366139903,2022.97889093495,PP154128_SegS_LACENAM_ILMD_2068TNM_Brazil_Amazonas_2022-12-24,BR.AM,BR.AM
492,493,0.04237210035844,-69.435308983806,-8.75244197576041,-69.4344750626216,-8.75282273992896,5.19151721308754,5.1491451127291,2022.93704817743,2022.97942027778,NA,BR.AC,BR.AC
627,973,0.5145146555926,-62.0023106987047,-13.2046288454249,-61.9997835856649,-13.209251360793,5.2133400628516,4.698825407259,2022.48672847196,2023.00124312755,NA,BR.AM,BR.AM
973,338,0.007784793703143,-61.9997835856649,-13.209251360793,-62.0001702521112,-13.2082694237273,5.22112485655474,5.2133400628516,2023.00124312755,2023.00902792125,PP154149_SegS_LACENAM_ILMD_0002AFS_Brazil_Amazonas_2023-01-04,BR.AM,BR.AM
494,497,0.04752233336326,-69.4384474784073,-8.75268791527296,-69.4390541759112,-8.75153353441152,5.23352104793146,5.1859987145682,2022.97390177926,2023.02142411263,NA,BR.AC,BR.AC
493,464,0.04330627360433,-69.4344750626216,-8.75282273992896,-69.4354609505128,-8.74611784796759,5.23482348669187,5.19151721308754,2022.97942027778,2023.02272655139,PP153951_SegS_LVM_ILMD_ZDC089_Brazil_Rondonia_2023-01-09,BR.AC,BR.AC
497,498,0.01290840345028,-69.4390541759112,-8.75153353441152,-69.4393367742059,-8.75167285476321,5.24642945138174,5.23352104793146,2023.02142411263,2023.03433251608,NA,BR.AC,BR.AC
498,499,0.001920558268465,-69.4393367742059,-8.75167285476321,-69.4397754331175,-8.75256158050709,5.2483500096502,5.24642945138174,2023.03433251608,2023.03625307435,NA,BR.AC,BR.AC
631,6,0.07578191214012,-57.4875573905577,-7.89479863002333,-57.4890914483074,-7.9001281124469,5.25674129491091,5.18095938277079,2022.96886244747,2023.04464435961,PP154146_SegS_LACENAM_ILMD_0021CSO_Brazil_Amazonas_2023-01-17,BR.AM,BR.AM
973,974,0.06078899979791,-61.9997835856649,-13.209251360793,-62.000353771193,-13.2119221355879,5.27412906264951,5.2133400628516,2023.00124312755,2023.06203212735,NA,BR.AM,BR.AM
498,462,0.03222965174853,-69.4393367742059,-8.75167285476321,-69.4380990189616,-8.75261742733938,5.27865910313027,5.24642945138174,2023.03433251608,2023.06656216783,PP153975_SegS_LVM_ILMD_ZCD103_Brazil_Rondonia_2023-01-25,BR.AC,BR.AC
493,465,0.1063199722345,-69.4344750626216,-8.75282273992896,-69.4313126770604,-8.7542008546476,5.29783718532204,5.19151721308754,2022.97942027778,2023.08574025002,PP153972_SegS_LVM_ILMD_ZCD117_Brazil_Rondonia_2023-02-01,BR.AC,BR.AC
499,500,0.04997191753497,-69.4397754331175,-8.75256158050709,-69.436612386925,-8.74811506391382,5.29832192718517,5.2483500096502,2023.03625307435,2023.08622499188,NA,BR.AC,BR.AC
630,632,0.1938375233511,-57.4842155897849,-7.89753489913961,-57.48291892007,-7.90693355450374,5.29964960066229,5.10581207731119,2022.89371514201,2023.08755266536,NA,BR.AM,BR.AM
494,495,0.1164188547102,-69.4384474784073,-8.75268791527296,-60.6274644663777,-13.2993614788551,5.3024175692784,5.1859987145682,2022.97390177926,2023.09032063398,NA,BR.AC,BR.RO
500,463,0.01321388827384,-69.436612386925,-8.74811506391382,-69.436950772264,-8.74526955705075,5.31153581545902,5.29832192718517,2023.08622499188,2023.09943888016,PP153969_SegS_LVM_ILMD_ZCD121_Brazil_Rondonia_2023-02-06,BR.AC,BR.AC
974,977,0.05491837562746,-62.000353771193,-13.2119221355879,-62.000200105202,-13.2094575383043,5.32904743827697,5.27412906264951,2023.06203212735,2023.11695050297,NA,BR.AM,BR.AM
