node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startState,endState
521,522,3.290324823469,-69.4995962853906,-8.97166975127311,-69.5425039919002,-8.94262792497832,3.290324823469,0,2019.4577534184,2022.74807824187,NA,BR.AC,BR.AC
521,532,1.423977251491,-69.4995962853906,-8.97166975127311,-69.5755264397934,-8.99742123638589,1.423977251491,0,2019.4577534184,2020.8817306699,NA,BR.AC,BR.AC
532,533,0.4214103310935,-69.5755264397934,-8.99742123638589,-68.0474177262637,-9.68804830762226,1.8453875825845,1.423977251491,2020.8817306699,2021.30314100099,NA,BR.AC,BR.AC
533,659,1.517808750918,-68.0474177262637,-9.68804830762226,-63.3042097257796,-10.8249322562852,3.3631963335025,1.8453875825845,2021.30314100099,2022.82094975191,NA,BR.AC,BR.RO
522,1,0.08286748759717,-69.5425039919002,-8.94262792497832,-69.5405778174448,-8.94574211143018,3.37319231106617,3.290324823469,2022.74807824187,2022.83094572947,PP153978_SegM_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31,BR.AC,BR.AC
659,481,0.009995977563836,-63.3042097257796,-10.8249322562852,-63.2988275290534,-10.8308752895469,3.37319231106634,3.3631963335025,2022.82094975191,2022.83094572947,PP153977_SegM_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31,BR.RO,BR.RO
522,523,0.08637970216182,-69.5425039919002,-8.94262792497832,-69.5457692502697,-8.94484225741903,3.37670452563082,3.290324823469,2022.74807824187,2022.83445794404,NA,BR.AC,BR.AC
532,1028,1.987803052756,-69.5755264397934,-8.99742123638589,-65.8509303622554,-3.4179410145322,3.411780304247,1.423977251491,2020.8817306699,2022.86953372265,NA,BR.AC,BR.AM
659,660,0.05432735769862,-63.3042097257796,-10.8249322562852,-63.3083005456686,-10.832313586338,3.41752369120112,3.3631963335025,2022.82094975191,2022.87527710961,NA,BR.RO,BR.RO
523,525,0.04799446875871,-69.5457692502697,-8.94484225741903,-69.5444263455636,-8.94742660363109,3.42469899438953,3.37670452563082,2022.83445794404,2022.88245241279,NA,BR.AC,BR.AC
