node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startState,endState
521,522,2.47264165998,-69.4751505481238,-8.9094732189036,-64.6423173814062,-9.55609819585073,2.47264165998,0,2019.72716408129,2022.19980574127,NA,BR.AC,BR.AM
522,537,0.1857237884612,-64.6423173814062,-9.55609819585073,-62.413384078493,-12.6737420289589,2.6583654484412,2.47264165998,2022.19980574127,2022.38552952973,NA,BR.AM,BR.RO
521,1027,3.054223666246,-69.4751505481238,-8.9094732189036,-69.5054483002833,-8.98035747812275,3.054223666246,0,2019.72716408129,2022.78138774753,NA,BR.AC,BR.AC
1027,1029,0.01413448126999,-69.5054483002833,-8.98035747812275,-69.5036283517613,-8.97803018212601,3.06835814751599,3.054223666246,2022.78138774753,2022.7955222288,NA,BR.AC,BR.AC
537,661,0.4360646630518,-62.413384078493,-12.6737420289589,-62.4115178251224,-12.700081141184,3.094430111493,2.6583654484412,2022.38552952973,2022.82159419278,NA,BR.RO,BR.RO
1029,1,0.03542350066939,-69.5036283517613,-8.97803018212601,-69.5086133453517,-8.97344841179406,3.10378164818538,3.06835814751599,2022.7955222288,2022.83094572947,PP153978_SegM_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31,BR.AC,BR.AC
661,481,0.009351536692014,-62.4115178251224,-12.700081141184,-62.4110888543101,-12.6990382946723,3.10378164818501,3.094430111493,2022.82159419278,2022.83094572947,PP153977_SegM_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31,BR.RO,BR.RO
522,523,0.6518103918692,-64.6423173814062,-9.55609819585073,-64.6971011498402,-9.48360516186118,3.1244520518492,2.47264165998,2022.19980574127,2022.85161613314,NA,BR.AM,BR.AM
523,532,0.00774833541092,-64.6971011498402,-9.48360516186118,-64.6987737173354,-9.48187079923359,3.13220038726012,3.1244520518492,2022.85161613314,2022.85936446855,NA,BR.AM,BR.AM
523,524,0.03254860638579,-64.6971011498402,-9.48360516186118,-61.1750208398318,-7.63675157910755,3.15700065823499,3.1244520518492,2022.85161613314,2022.88416473952,NA,BR.AM,BR.AM
1027,1028,0.1069053013962,-69.5054483002833,-8.98035747812275,-69.4964924347026,-8.98267256533674,3.1611289676422,3.054223666246,2022.78138774753,2022.88829304893,NA,BR.AC,BR.AC
661,662,0.0700356512989,-62.4115178251224,-12.700081141184,-62.4137980649593,-12.7009834054499,3.1644657627919,3.094430111493,2022.82159419278,2022.89162984408,NA,BR.RO,BR.RO
524,525,0.04049994311786,-61.1750208398318,-7.63675157910755,-61.1706004044734,-7.63221570081325,3.19750060135285,3.15700065823499,2022.88416473952,2022.92466468264,NA,BR.AM,BR.AM
532,533,0.09224894721794,-64.6987737173354,-9.48187079923359,-64.705161195688,-9.48189950705025,3.22444933447806,3.13220038726012,2022.85936446855,2022.95161341576,NA,BR.AM,BR.AM
662,1022,0.0646402777265,-62.4137980649593,-12.7009834054499,-62.4126017273023,-12.7051511235289,3.2291060405184,3.1644657627919,2022.89162984408,2022.9562701218,NA,BR.RO,BR.RO
