time,mosquito
2018.0325,1.75094075798988
2018.0975,1.74489139517148
2018.1625,1.74328161031008
2018.2275,1.73593872785568
2018.2925,1.73685482144356
2018.3575,1.73286320765813
2018.4225,1.74102130532265
2018.4875,1.76288618700845
2018.5525,1.76373590528965
2018.6175,1.76054628406252
2018.6825,1.77396109700203
2018.7475,1.76610930413008
2018.8125,1.771384768188
2018.8775,1.77687449859721
2018.9425,1.75343122581641
2019.0075,1.75888167073329
2019.0725,1.77580946364573
2019.1375,1.75898931494781
2019.2025,1.76162842288613
2019.2675,1.74496654782976
2019.3325,1.75992865115404
2019.3975,1.76966856171687
2019.4625,1.75619782010714
2019.5275,1.75421681851149
2019.5925,1.76063770800829
2019.6575,1.75811268968715
2019.7225,1.76243474062473
2019.7875,1.78318920234839
2019.8525,1.77093460576402
2019.9175,1.76391349546611
2019.9825,1.78272044857343
2020.0475,1.7691724896431
2020.1125,1.7506844997406
2020.1775,1.76531369487445
2020.2425,1.76431693775313
2020.3075,1.76083207343306
2020.3725,1.76573929190636
2020.4375,1.76576836407185
2020.5025,1.77346469908953
2020.5675,1.7757485535528
2020.6325,1.76887661644391
2020.6975,1.75871651930114
2020.7625,1.76671400879111
2020.8275,1.76805466661851
2020.8925,1.75656705846389
2020.9575,1.76683843322098
2021.0225,1.76341000412192
2021.0875,1.74745312035084
2021.1525,1.75754287093878
2021.2175,1.74193078449794
2021.2825,1.73601543717086
2021.3475,1.72254025687774
2021.4125,1.73212169664247
2021.4775,1.72400145232677
2021.5425,1.72788975919996
2021.6075,1.73144395223686
2021.6725,1.70269983261824
2021.7375,1.7101582637988
2021.8025,1.70022956430912
2021.8675,1.71261886010567
2021.9325,1.68733916524798
2021.9975,1.70995770943792
2022.0625,1.71608810974102
2022.1275,1.71867216401979
2022.1925,1.70549563261179
2022.2575,1.7175334790349
2022.3225,1.72650394635414
2022.3875,1.7206989631665
2022.4525,1.74015251574693
2022.5175,1.74105396342774
2022.5825,1.73068686765398
2022.6475,1.71825222174327
2022.7125,1.6954322076121
2022.7775,1.67255139014211
2022.8425,1.71684291987465
2022.9075,1.80218426920841
2022.9725,1.72709600718888
2023.0375,1.58900528247867
2023.1025,1.56328621903825
2023.1675,1.52861998439288
2023.2325,1.51899724592322
2023.2975,1.4918521308686
2023.3625,1.55044277012348
2023.4275,1.69583626588186
2023.4925,1.69583626588186
2023.5575,1.61232996210456
2023.6225,1.62344179881944
2023.6875,1.5917984169541
2023.7525,1.56494764415991
2023.8175,1.56532253653024
2023.8825,1.71867519573154
2023.9475,1.87563802822364
2024.0125,1.90511545841919
2024.0775,1.72975493908467
2024.1425,1.68009120859972
2024.2075,1.62600821696381
2024.2725,1.72458114872008
2024.3375,1.83389367905223
2024.4025,NA
2024.4675,NA
