time,mosquito
2018.0325,1.70102556956581
2018.0975,1.70045321384622
2018.1625,1.70126724752428
2018.2275,1.70281367765906
2018.2925,1.70790040862232
2018.3575,1.7111084836295
2018.4225,1.72153786805356
2018.4875,1.72865164505032
2018.5525,1.73110779625592
2018.6175,1.73648666309205
2018.6825,1.73687475641598
2018.7475,1.7325037793857
2018.8125,1.73251667259214
2018.8775,1.73418908379191
2018.9425,1.72903693434005
2019.0075,1.73164322548531
2019.0725,1.7465817116318
2019.1375,1.74652954672277
2019.2025,1.74785361371396
2019.2675,1.74884139094797
2019.3325,1.74441586890143
2019.3975,1.74365604143655
2019.4625,1.74463564451062
2019.5275,1.75164272132847
2019.5925,1.7509504477497
2019.6575,1.74804091263491
2019.7225,1.74994083515022
2019.7875,1.75768209493166
2019.8525,1.75488897468179
2019.9175,1.75314146026579
2019.9825,1.75888307937684
2020.0475,1.75330807281841
2020.1125,1.74579883939465
2020.1775,1.74884609989503
2020.2425,1.75371009683266
2020.3075,1.75536670023179
2020.3725,1.75574058642617
2020.4375,1.75641105381934
2020.5025,1.75757775828881
2020.5675,1.76333633483412
2020.6325,1.76102291178798
2020.6975,1.75070441057675
2020.7625,1.75561464726653
2020.8275,1.75414851722609
2020.8925,1.75159604026128
2020.9575,1.75272987126328
2021.0225,1.75538465645815
2021.0875,1.74676648020362
2021.1525,1.74679980731982
2021.2175,1.74641699396062
2021.2825,1.73902067434457
2021.3475,1.73578290991887
2021.4125,1.73364684609353
2021.4775,1.73031776712314
2021.5425,1.73191171575771
2021.6075,1.73096438315031
2021.6725,1.72541106111972
2021.7375,1.71673010814319
2021.8025,1.71226239296774
2021.8675,1.71605190083369
2021.9325,1.70523260415216
2021.9975,1.70597819451615
2022.0625,1.7073909886589
2022.1275,1.70358922511258
2022.1925,1.69572270167745
2022.2575,1.69374662075644
2022.3225,1.69913318403469
2022.3875,1.69809214144177
2022.4525,1.69925505952073
2022.5175,1.69091364410536
2022.5825,1.68240399335197
2022.6475,1.66268614615666
2022.7125,1.65534880004007
2022.7775,1.64502814613959
2022.8425,1.68881786160705
2022.9075,1.77257380725231
2022.9725,1.72524190070995
2023.0375,1.59224590552911
2023.1025,1.56689713894964
2023.1675,1.54211005913949
2023.2325,1.51820776507067
2023.2975,1.48862719597671
2023.3625,1.54990851415942
2023.4275,1.64020504949711
2023.4925,1.63333047885211
2023.5575,1.60877558153222
2023.6225,1.60130825837088
2023.6875,1.58126788667246
2023.7525,1.5647203752752
2023.8175,1.56746186219736
2023.8825,1.71689785916248
2023.9475,1.86828255981624
2024.0125,1.8954787359709
2024.0775,1.7298201388897
2024.1425,1.68628201090458
2024.2075,1.64552280736045
2024.2725,1.71889090953271
2024.3375,1.83118851834235
2024.4025,NA
2024.4675,NA
